date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Down 21,Aroon Up 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Lower Band 3,Real Middle Band 3,Real Upper Band 3,Real Middle Band 5,Real Upper Band 5,Real Lower Band 5,Real Upper Band 7,Real Lower Band 7,Real Middle Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Upper Band 21,Real Lower Band 21,Real Middle Band 21,Real Middle Band 42,Real Upper Band 42,Real Lower Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD_Signal,MACD_Hist,MACD,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2018-02-15,103.0,1002100.0,RACE.MI,101.04,100.036,100.2271,99.8364,98.9005,95.536,101.6533,100.832,100.4789,100.409,99.6958,97.8322,102.4102,101.7064,101.4129,101.352,101.2323,99.5241,101.6318,100.4578,99.8837,99.0012,98.5643,96.4218,82.6258,70.7914,66.6288,62.9077,61.1874,58.0654,41.241,28.4413,22.6547,15.071,13.0534,11.0073,3.74,3.84,2.45,6.6,5.55,13.2,100.0,155.6985,144.5925,102.0127,129.8595,127.9461,0.6406,0.6406,0.6406,0.6406,0.6406,0.6406,65.2515,41.5828,33.2575,25.8154,22.3748,16.1308,1.0377,1.0387,1.0244,1.0685,1.057,1.147,0.0,100.0,100.0,20.0,100.0,0.0,21.4286,35.7143,28.5714,57.1429,23.8095,78.5714,38.0923,13.781,6.9007,3.1493,1.6899,1.4962,18.2553,24.4813,26.4016,27.5375,27.7777,27.8269,40.7206,32.3074,30.3154,29.3283,28.7327,27.0065,1.5999,3.6538,5.4424,10.2583,14.4292,26.1385,3.5688,4.8218,6.2492,10.9255,14.9252,25.3679,98.0162,101.04,104.0638,100.036,103.5555,96.5165,103.6827,96.7716,100.2271,99.8364,94.4282,105.2447,104.2932,93.5077,98.9005,95.536,104.8424,86.2295,2.8363,2.898,2.8591,2.5834,2.4015,2.1713,88.1247,59.5096,1.6366,0.0201,1.6568,60.0505,72.2815,2.0171,63.9989,104.3207,46822911.3598,46644645.0
2018-02-16,105.0,868866.0,RACE.MI,102.9333,101.476,100.62,100.4921,99.26,95.9264,103.6333,102.4867,101.6721,101.0975,100.2503,98.2724,104.577,103.7107,103.1338,102.4461,102.0803,100.1313,103.1288,102.4766,100.1022,99.4759,98.8262,96.9871,89.326,77.7716,72.4694,66.5297,63.9291,59.732,45.8441,28.2834,21.9313,14.6483,12.7203,10.7705,5.68,7.2,2.75,9.18,7.55,16.4,91.5154,116.9711,154.5443,144.1306,167.3498,158.6634,0.5882,0.5882,0.5882,0.5882,0.5882,0.5882,78.6519,55.5432,44.9388,33.0594,27.8582,19.464,1.0572,1.0736,1.0269,1.0958,1.0775,1.1851,33.3333,100.0,100.0,0.0,100.0,28.5714,14.2857,100.0,23.8095,100.0,21.4286,100.0,55.0503,27.6519,17.591,9.1532,6.0582,1.0619,13.2618,20.6723,23.4782,25.8908,26.595,27.1749,45.7456,36.4746,33.5016,31.108,30.0252,27.7582,1.0666,2.923,4.6649,9.5256,13.7421,25.5162,3.6792,5.1575,6.6564,11.4451,15.5145,26.0639,99.5028,102.9333,106.3639,101.476,105.9264,97.0256,105.3107,95.9293,100.62,100.4921,94.966,106.0183,105.1972,93.3228,99.26,95.9264,105.4105,86.4423,2.5533,2.6933,2.7033,2.5028,2.3434,2.1292,88.2935,59.6535,1.6961,0.2378,1.9339,73.9616,88.1444,2.4529,64.4367,95.0,47487341.0068,47513511.0
2018-02-19,102.7,458808.0,RACE.MI,103.5667,102.164,101.1257,101.0164,99.4529,96.2217,103.5167,102.8947,102.1921,101.3919,100.563,98.5874,103.4994,103.467,103.2122,102.7409,102.406,100.4849,103.104,102.4998,100.2789,99.6408,98.8976,97.2347,53.6418,57.886,58.6883,59.3521,58.9047,57.0605,37.4668,25.0371,19.8855,13.9113,12.2451,10.531,1.9,3.44,3.54,7.34,4.05,12.4,8.3769,58.692,80.3888,100.4078,122.0431,137.2961,-0.7937,-0.7937,-0.7937,-0.7937,-0.7937,-0.7937,7.2836,15.772,17.3766,18.7041,17.8094,14.121,1.0188,1.0347,1.0357,1.077,1.0411,1.1373,0.0,100.0,100.0,0.0,100.0,14.2857,7.1429,100.0,19.0476,100.0,19.0476,100.0,20.7123,12.0516,7.6106,4.3311,2.7397,0.7128,18.9275,22.3929,24.2733,26.1171,26.7139,27.2213,28.8163,28.5299,28.2723,28.4819,28.2189,26.836,1.6111,3.2384,4.8985,9.7452,13.9877,25.8086,2.4528,4.126,5.7055,10.6276,14.7757,25.4433,101.5249,103.5667,105.6085,102.164,106.0605,98.2675,105.841,96.4104,101.1257,101.0164,96.1888,105.8441,105.559,93.3467,99.4529,96.2217,105.7587,86.6847,2.7627,2.8163,2.8071,2.5952,2.4278,2.198,88.4375,59.7975,1.746,0.1995,1.9455,80.9421,82.4005,2.1881,62.8449,95.102,47057663.3637,47054703.0
2018-02-20,104.5,465633.0,RACE.MI,104.0667,103.2,102.0829,101.6207,99.7171,96.5848,103.9833,103.6733,103.0357,101.8564,101.0218,98.9725,104.3802,104.2735,104.0118,103.4095,102.99,100.9747,103.1671,102.7939,101.029,99.929,99.0375,97.6485,68.4414,66.3124,64.8,62.74,61.3978,58.5468,31.7825,21.9222,18.0094,13.1218,11.7694,10.3616,1.5,5.18,6.7,8.46,5.55,15.25,-70.7317,30.4916,53.6001,81.1747,101.2393,126.7067,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,36.8829,32.6248,29.6,25.48,22.7955,17.0937,1.0146,1.0522,1.0685,1.0881,1.0561,1.1709,0.0,66.6667,80.0,20.0,85.7143,0.0,0.0,92.8571,14.2857,95.2381,16.6667,97.619,20.4138,9.4627,6.7523,2.8579,2.2557,3.4155,27.5674,26.8384,27.1813,27.5352,27.689,27.7447,18.2204,22.1982,23.7427,26.0051,26.4674,25.9121,2.4741,3.9908,5.5987,10.4491,14.7216,26.5941,1.6352,3.3008,4.8904,9.8685,14.0721,24.8375,102.0913,104.0667,106.0421,103.2,106.1638,100.2362,106.4136,97.7521,102.0829,101.6207,97.3503,105.8912,106.1832,93.2511,99.7171,96.5848,106.1933,86.9762,2.8627,2.8458,2.8158,2.5939,2.4228,2.1839,88.5982,59.9415,1.812,0.264,2.076,83.8259,80.9327,1.9462,68.3426,95.315,47523296.3637,47520336.0
2018-02-21,105.3,592410.0,RACE.MI,104.1667,104.1,102.9457,101.7707,100.1005,96.9812,104.6,104.3733,103.84,102.347,101.5294,99.3778,105.2303,105.1015,104.8421,104.1302,103.624,101.5003,103.189,103.1228,101.7342,100.0086,99.2973,98.1419,73.9794,69.6825,67.3078,64.1694,62.4605,59.19,26.9598,19.5087,16.3335,12.4369,11.3138,10.1364,0.3,4.5,6.04,2.1,8.05,16.65,100.0,94.2983,85.1014,110.4672,121.2504,145.8872,0.6042,0.6042,0.6042,0.6042,0.6042,0.6042,47.9588,39.3649,34.6157,28.3388,24.9211,18.3799,1.0029,1.0446,1.0609,1.0203,1.0828,1.1878,66.6667,100.0,100.0,0.0,100.0,0.0,21.4286,100.0,9.5238,100.0,14.2857,100.0,17.3146,9.8545,6.2781,3.5336,2.2022,0.9033,19.6751,22.3327,23.9285,25.7794,26.4361,27.0509,27.9151,27.2155,27.1342,27.668,27.6266,26.5665,1.6494,3.1926,4.7989,9.7027,14.0206,25.961,2.3401,3.8906,5.4418,10.4136,14.652,25.4961,101.9921,104.1667,106.3413,104.1,106.2128,101.9872,107.0855,98.8059,102.9457,101.7707,97.1553,106.3861,106.8827,93.3182,100.1005,96.9812,106.6214,87.341,2.6537,2.7152,2.7208,2.5531,2.3984,2.17,88.7652,60.0856,1.8933,0.3252,2.2185,80.7168,78.8171,1.9559,67.3091,95.5237,47893554.2798,48112746.0
2018-02-22,103.1,630976.0,RACE.MI,104.3,104.12,103.4857,101.7207,100.4576,97.3169,104.0667,104.04,103.8786,102.5242,101.802,99.6624,103.8103,104.2694,104.3752,104.1448,103.78,101.7865,103.1878,103.1227,101.8146,100.0295,99.4378,98.3808,42.9149,51.8516,54.7851,57.6227,57.8608,56.7113,22.0887,16.6473,14.5152,11.6361,10.8255,9.9581,0.4,0.1,3.78,-0.7,7.5,14.1,-52.6316,-70.2765,10.5021,62.6368,78.1319,115.4214,-0.6829,-0.6829,-0.6829,-0.6829,-0.6829,-0.6829,-14.1703,3.7032,9.5703,15.2454,15.7216,13.4226,1.0039,1.001,1.0381,0.9933,1.0785,1.1584,33.3333,66.6667,80.0,0.0,85.7143,14.2857,14.2857,92.8571,4.7619,95.2381,11.9048,97.619,12.3464,5.2019,3.6055,1.2255,1.0588,2.6476,23.6954,24.1772,25.0165,26.2167,26.7107,27.1846,18.4873,21.7863,23.2753,25.5819,26.1511,25.7822,1.9996,3.4541,5.0133,9.9097,14.2529,26.2428,1.5601,3.1125,4.6644,9.6697,13.9543,24.8891,102.4816,104.3,106.1184,104.12,106.1923,102.0477,106.3966,100.5748,103.4857,101.7207,97.1798,106.2617,107.0413,93.874,100.4576,97.3169,106.8028,87.831,2.7283,2.7714,2.7768,2.6188,2.4646,2.2294,88.9085,60.2297,1.9405,0.1888,2.1293,77.3571,72.3214,1.9468,63.8742,95.7282,47662709.4318,47481770.0
2018-02-23,104.5,535292.0,RACE.MI,104.3,104.02,104.0143,101.9457,100.9148,97.6729,104.1667,104.1667,104.1321,102.8948,102.1695,99.9965,104.3277,104.5474,104.6454,104.4857,104.1463,102.1767,103.1933,103.1364,101.9692,100.1278,99.6934,98.6943,59.2488,59.9946,60.2726,60.392,59.8371,57.8616,25.4966,16.5875,14.0283,11.1541,10.48,9.8161,0.0,-0.5,3.7,3.15,9.6,14.95,-35.8489,-26.8814,-12.4897,63.3601,77.0244,115.4894,0.5,0.5,0.5,0.5,0.5,0.5,18.4976,19.9891,20.5453,20.784,19.6741,15.7233,1.0,0.9952,1.0367,1.0311,1.1012,1.1669,0.0,33.3333,60.0,40.0,71.4286,0.0,7.1429,85.7143,0.0,90.4762,9.5238,95.2381,32.3123,16.3484,11.1068,4.8875,3.5714,3.9939,24.1289,24.3391,25.0142,26.1268,26.6214,27.1215,12.3437,17.4992,20.0131,23.6919,24.7854,25.0383,2.0331,3.4633,4.9971,9.9019,14.2742,26.318,1.0401,2.49,3.9981,8.979,13.2898,24.2965,102.4816,104.3,106.1184,104.02,105.9566,102.0834,105.9693,102.0593,104.0143,101.9457,97.1933,106.6981,107.2186,94.611,100.9148,97.6729,107.0879,88.2578,2.6877,2.7233,2.731,2.5905,2.4434,2.2109,89.0645,60.3739,1.9817,0.1651,2.1468,73.1989,68.4583,1.858,65.7147,95.9286,48178882.7338,48017062.0
2018-02-26,104.8,719865.0,RACE.MI,104.1333,104.44,104.2714,102.2493,101.3148,98.0276,104.4167,104.4267,104.3286,103.2753,102.5227,100.328,104.7251,104.8323,104.9196,104.8166,104.504,102.5638,103.2256,103.2481,102.0461,100.2792,99.9176,99.006,62.6811,61.7283,61.4425,60.9804,60.2565,58.106,29.0641,17.3529,13.9611,10.8435,10.1923,9.5928,-0.5,2.1,1.8,4.25,8.4,14.9,100.0,104.4212,117.3739,101.6647,110.5505,139.9801,-0.2041,-0.2041,-0.2041,-0.2041,-0.2041,-0.2041,25.3622,23.4566,22.885,21.9608,20.5129,16.212,0.9953,1.0204,1.0175,1.0423,1.0871,1.1657,66.6667,100.0,100.0,20.0,100.0,0.0,0.0,100.0,14.2857,100.0,7.1429,100.0,36.1991,20.4145,13.5582,6.8066,4.4372,0.4391,16.801,20.0285,21.8831,24.4263,25.4027,26.4377,35.8659,30.3035,28.7478,27.9944,27.7617,26.6709,1.3554,2.7706,4.2833,9.1946,13.5945,25.6914,2.8934,4.192,5.6269,10.5377,14.857,25.918,102.6516,104.1333,105.6151,104.44,105.9021,102.9779,106.0942,102.4487,104.2714,102.2493,97.3515,107.147,107.4865,95.143,101.3148,98.0276,107.367,88.6882,2.5659,2.64,2.6681,2.5656,2.4317,2.2078,89.2218,60.5181,2.0174,0.1426,2.16,66.8322,59.7169,2.0862,59.7851,96.1251,47752840.5426,48736927.0
2018-02-27,104.1,429188.0,RACE.MI,104.4667,104.36,104.1429,102.3814,101.709,98.3824,104.4,104.3133,104.2857,103.5221,102.7759,100.6105,104.3182,104.5665,104.76,104.8906,104.6806,102.8569,103.3125,103.2582,102.0765,100.3317,100.0968,99.266,48.4103,54.8013,56.8826,58.7859,58.7534,57.3116,23.5065,15.6233,12.8333,10.3133,9.8105,9.3821,1.0,-0.4,-0.9,1.85,8.28,14.9,0.6577,15.551,37.5952,66.5925,82.9099,118.6154,-0.5405,-0.5405,-0.5405,-0.5405,-0.5405,-0.5405,-3.1794,9.6027,13.7652,17.5717,17.5067,14.6231,1.0097,0.9962,0.9914,1.0181,1.0864,1.167,33.3333,66.6667,80.0,0.0,85.7143,28.5714,14.2857,92.8571,9.5238,95.2381,4.7619,97.619,12.3912,8.7049,6.0662,3.42,2.1747,0.743,20.8018,21.8051,22.9309,24.8287,25.6489,26.5524,26.6862,25.9633,25.8926,26.5872,26.7893,26.1608,1.5036,2.8165,4.2714,9.1378,13.5472,25.6797,1.9289,3.3536,4.8231,9.785,14.1495,25.3009,103.8932,104.4667,105.0402,104.36,105.8438,102.8762,105.8662,102.4195,104.1429,102.3814,97.3918,107.3711,107.4706,95.9475,101.709,98.3824,107.4824,89.2823,2.3145,2.4816,2.5562,2.5253,2.4161,2.212,89.3706,60.6624,2.0319,0.058,2.0899,63.2131,61.4641,2.407,54.3208,96.4438,47509247.2154,48307739.0
2018-02-28,102.5,538018.0,RACE.MI,103.8,103.8,104.1143,102.62,102.049,98.7407,103.4167,103.6933,103.875,103.5379,102.8478,100.802,102.9619,103.5076,103.9291,104.534,104.544,102.9807,103.0863,103.1724,102.0791,100.392,100.1777,99.4341,27.1878,41.4968,47.4851,54.0021,55.4346,55.5338,24.4282,15.0094,12.1547,9.8046,9.4515,9.2321,-2.0,-2.8,-0.2,3.34,7.14,15.05,-100.0,-85.7057,-90.8951,16.793,37.1132,86.7163,-0.3571,-0.3571,-0.3571,-0.3571,-0.3571,-0.3571,-45.6244,-17.0065,-5.0297,8.0041,10.8693,11.0675,0.9809,0.9734,0.9981,1.0337,1.0749,1.1721,0.0,33.3333,60.0,40.0,71.4286,14.2857,7.1429,85.7143,4.7619,90.4762,2.381,95.2381,26.2717,12.5539,8.0834,3.1914,2.2712,3.08,34.3117,28.9373,27.6736,27.0726,27.1702,27.3598,20.0341,22.4822,23.5342,25.3981,25.9634,25.7248,2.2024,3.4532,4.8612,9.6851,14.102,26.2683,1.2859,2.6829,4.1341,9.0861,13.4757,24.6985,101.8747,103.8,105.7253,103.8,105.5344,102.0656,105.9362,102.2924,104.1143,102.62,97.9608,107.2792,107.0664,97.0317,102.049,98.7407,107.2571,90.2243,2.0874,2.3285,2.4482,2.493,2.4113,2.2302,89.5019,60.8066,2.0022,-0.1187,1.8835,54.4898,42.2883,2.4697,56.8757,96.753,46971229.2154,47769721.0
2018-03-01,100.7,668873.0,RACE.MI,102.4333,103.32,103.5714,102.8271,102.271,99.0598,101.8667,102.66,103.0214,103.2819,102.7252,100.8931,101.1574,101.9251,102.5848,103.7819,104.1019,102.9286,102.0257,102.9291,101.9338,100.3991,100.1879,99.4878,15.6271,30.9352,39.0234,49.1557,51.9672,53.617,36.8488,19.8452,14.4363,10.0915,9.4617,9.1812,-4.1,-2.4,-3.8,2.9,4.66,13.4,-100.0,-135.5999,-163.0202,-60.4298,-29.6081,47.9592,-0.6512,-0.6512,-0.6512,-0.6512,-0.6512,-0.6512,-68.7457,-38.1296,-21.9531,-1.6885,3.9344,7.2341,0.9609,0.9767,0.9636,1.0297,1.0485,1.1535,100.0,0.0,40.0,100.0,57.1429,100.0,0.0,78.5714,0.0,85.7143,0.0,92.8571,61.6899,39.1884,28.1257,13.8213,9.6659,7.0947,56.2788,41.9995,36.7109,31.5057,30.2059,28.9888,13.3344,18.3497,20.5936,23.8542,24.8812,25.1479,3.6183,4.9126,6.3167,11.1433,15.5805,27.7928,0.8573,2.1463,3.5435,8.4371,12.834,24.1104,99.6556,102.4333,105.211,103.32,106.3831,100.2569,106.5238,100.619,103.5714,102.8271,98.8332,106.8211,106.5658,97.9761,102.271,99.0598,106.8072,91.3124,2.1282,2.3231,2.441,2.5088,2.4392,2.2669,89.6139,60.9506,1.9131,-0.3564,1.5568,42.0807,22.4896,2.3846,47.9138,97.0529,46520127.9953,47100848.0
2018-03-02,96.98,1008172.0,RACE.MI,100.06,101.816,102.3829,102.6643,101.9748,99.2545,99.14,100.5467,101.3736,102.5023,102.2442,100.7964,97.8019,99.0189,100.0834,102.2364,103.0627,102.5385,99.7832,100.6262,100.7348,100.3449,100.0894,99.4332,6.7412,18.6638,27.2958,40.9721,45.7565,49.966,52.404,28.7197,19.6623,11.4565,10.0193,9.2915,-7.12,-7.52,-8.32,-2.28,-6.22,8.18,-100.0,-133.2594,-179.3744,-183.7306,-133.6837,-29.7824,-0.8343,-0.8343,-0.8343,-0.8343,-0.8343,-0.8343,-86.5177,-62.6723,-45.4084,-18.0557,-8.487,-0.0679,0.9316,0.928,0.921,0.977,0.9397,1.0921,100.0,0.0,20.0,100.0,42.8571,100.0,100.0,71.4286,14.2857,80.9524,0.0,90.4762,83.5144,64.2174,51.0182,29.2022,21.172,13.8137,74.0984,57.6982,49.1602,38.4929,35.1683,31.7505,6.6564,12.5723,15.9448,21.0926,22.8786,24.0433,6.3622,7.88,9.3643,14.2974,18.7886,31.0811,0.5715,1.717,3.0373,7.8344,12.2229,23.5364,95.463,100.06,104.657,101.816,107.4175,96.2145,107.5,97.2657,102.3829,102.6643,97.9762,107.3524,106.7979,97.1516,101.9748,99.2545,106.3438,92.1653,2.9512,2.8165,2.806,2.7357,2.6233,2.4033,89.6875,61.0943,1.7278,-0.7415,0.9863,24.4896,8.6909,1.9886,39.0104,106.75,45846093.5771,46092676.0
2018-03-05,97.64,679238.0,RACE.MI,98.44,100.384,101.6029,102.5443,101.6814,99.3769,97.93,99.1547,100.1879,101.8324,101.8501,100.7213,97.2525,97.8674,98.7711,101.1463,102.2682,102.2318,99.1627,99.646,100.2701,100.313,100.0152,99.4075,18.9988,25.2406,31.5536,42.7919,46.9379,50.5777,63.9804,36.8555,24.9042,13.025,10.7087,9.448,-4.86,-7.16,-5.46,-1.68,-6.16,5.14,-67.8817,-94.8867,-121.4426,-185.2997,-141.1837,-54.9528,0.7218,0.7218,0.7218,0.7218,0.7218,0.7218,-62.0024,-49.5187,-36.8929,-14.4162,-6.1243,1.1554,0.9526,0.9317,0.947,0.9831,0.9407,1.0556,100.0,0.0,0.0,100.0,28.5714,100.0,100.0,64.2857,9.5238,76.1905,0.0,88.0952,87.1331,69.3989,56.3557,33.4142,24.4954,15.8652,66.0949,55.9701,49.1199,39.2361,35.8491,32.2141,4.5446,10.1107,13.7111,19.5823,21.742,23.3921,5.5415,7.604,9.3266,14.5761,19.1939,31.6411,0.381,1.3736,2.6034,7.2748,11.6408,22.976,95.1988,98.44,101.6812,100.384,105.8614,94.9066,107.6288,95.5769,101.6029,102.5443,97.4514,107.6372,106.767,96.5958,101.6814,99.3769,106.1666,92.5872,2.8622,2.7829,2.778,2.7177,2.6112,2.3951,89.7671,61.2376,1.4983,-0.9176,0.5807,14.3245,11.7929,1.4989,46.6526,106.6465,46464045.5056,46771914.0
2018-03-06,99.16,783881.0,RACE.MI,97.9267,99.396,100.84,102.4271,101.5771,99.5152,98.29,98.7467,99.5771,101.3811,101.6209,100.7112,98.3521,98.1748,98.6273,100.6436,101.8371,102.0811,99.1626,99.5742,100.1126,100.2997,100.0059,99.4036,44.293,39.3571,40.8595,46.8554,49.5926,51.9631,50.1753,35.7558,25.6218,13.5953,10.973,9.4972,-1.54,-4.94,-5.34,-1.64,-2.19,5.81,100.0,-16.4257,-49.0159,-105.3868,-67.1205,-7.1169,0.439,0.439,0.439,0.439,0.439,0.439,-11.4139,-21.2859,-18.2811,-6.2892,-0.8148,3.9262,0.9847,0.9525,0.9489,0.9837,0.9784,1.0622,66.6667,0.0,0.0,80.0,14.2857,85.7143,92.8571,57.1429,4.7619,71.4286,0.0,85.7143,22.5651,31.357,29.9273,21.0093,16.2608,11.5147,47.4274,46.5481,43.2707,36.8838,34.3664,31.4916,29.964,24.3245,23.3368,24.0765,24.7531,24.9881,3.6943,6.0832,7.9942,13.535,18.2799,30.8877,2.334,3.1789,4.3115,8.8352,13.1665,24.5089,96.1011,97.9267,99.7522,99.396,103.427,95.365,106.5495,95.1305,100.84,102.4271,97.1087,107.7456,106.7742,96.3801,101.5771,99.5152,106.0397,92.9907,2.6185,2.6359,2.6616,2.6434,2.5544,2.3551,89.861,61.3808,1.2742,-0.8966,0.3776,15.2775,25.3488,0.8895,42.7792,106.4156,46597886.0983,47555795.0
2018-03-07,100.55,655060.0,RACE.MI,99.1167,99.006,100.2329,102.2521,101.5771,99.6557,99.6017,99.1313,99.5046,101.1309,101.5275,100.7593,99.8714,99.1931,99.1878,100.5855,101.7,102.0641,99.7792,99.6108,100.1492,100.304,100.0081,99.4221,60.9989,50.1227,48.3512,50.3299,51.9032,53.1922,34.7704,31.4533,24.4695,13.6864,11.027,9.4919,3.57,-1.95,-4.25,-2.45,0.0,5.9,69.9871,42.8308,-16.1127,-69.5529,-49.4005,6.3907,0.6426,0.6426,0.6426,0.6426,0.6426,0.6426,21.9977,0.2455,-3.2976,0.6598,3.8063,6.3845,1.0368,0.981,0.9594,0.9762,1.0,1.0623,33.3333,100.0,0.0,60.0,0.0,71.4286,85.7143,50.0,0.0,66.6667,0.0,83.3333,3.9607,14.243,17.5561,14.871,12.1058,9.2718,29.3796,35.6658,36.0155,33.7264,32.3305,30.4762,31.8028,26.7727,25.2582,24.9941,25.3481,25.3043,2.4629,4.8666,6.8522,12.5682,17.4094,30.1523,2.666,3.6531,4.8055,9.3141,13.6495,25.0354,96.7399,99.1167,101.4935,99.006,102.0057,96.0063,104.9457,95.52,100.2329,102.2521,96.8599,107.6444,106.7742,96.3801,101.5771,99.6557,106.0069,93.3045,2.779,2.7141,2.7031,2.6472,2.5502,2.3428,89.9679,61.5237,1.0844,-0.7593,0.325,28.3907,48.0304,0.5145,49.7068,106.1893,47088669.9351,48210855.0
2018-03-08,100.0,510075.0,RACE.MI,99.9033,98.866,99.6471,101.895,101.47,99.7533,100.0433,99.4627,99.4464,100.8306,101.3842,100.7753,100.0084,99.4909,99.3476,100.4044,101.4817,101.9953,99.8291,99.6162,100.1371,100.2906,100.008,99.4288,51.7821,46.0769,45.6799,48.9658,50.9332,52.6462,27.8533,26.7446,22.8355,13.6126,11.0071,9.4674,2.36,-0.7,-4.1,-5.0,-2.25,4.1,89.8395,88.0533,24.2876,-46.3372,-32.501,16.32,-0.3333,-0.3333,-0.3333,-0.3333,-0.3333,-0.3333,3.5641,-7.8461,-8.6401,-2.0685,1.8664,5.2924,1.0242,0.993,0.9606,0.9524,0.978,1.0428,0.0,100.0,0.0,40.0,0.0,57.1429,78.5714,42.8571,85.7143,61.9048,0.0,80.9524,14.0192,7.91,13.0314,12.6533,10.61,8.4665,21.78,30.2602,32.1689,31.9273,31.1462,29.8731,28.8825,25.8239,24.7514,24.7551,25.171,25.2095,1.6419,3.8933,5.8733,11.6705,16.5804,29.4344,2.1773,3.3225,4.519,9.0488,13.3995,24.8393,98.7602,99.9033,101.0465,98.866,101.589,96.143,103.1577,96.1366,99.6471,101.895,96.6169,107.1731,106.6999,96.2401,101.47,99.7533,105.9957,93.5109,2.5129,2.5732,2.6082,2.611,2.535,2.346,90.0682,61.6664,0.9147,-0.6785,0.2363,46.4803,66.0617,-0.0052,49.1736,105.9675,46892486.8403,47700780.0
2018-03-09,101.2,438215.0,RACE.MI,100.5833,99.71,99.4614,101.7879,101.5671,99.8855,100.6917,100.2407,99.8346,100.7379,101.3596,100.8426,100.9406,100.3465,100.0032,100.5598,101.4973,102.0376,100.1138,100.0818,100.157,100.3017,100.0211,99.4556,67.7364,55.8058,52.3771,52.0213,52.9476,53.7083,23.2419,22.9777,21.4349,13.5441,10.9882,9.4436,2.04,4.22,-1.3,-1.5,2.04,5.55,97.2415,84.1027,70.6115,-27.8873,-20.8082,25.578,0.4762,0.4762,0.4762,0.4762,0.4762,0.4762,35.4727,11.6116,4.7542,4.0426,5.8952,7.4165,1.0206,1.0435,0.9873,0.9854,1.0206,1.058,33.3333,66.6667,80.0,20.0,0.0,42.8571,71.4286,35.7143,80.9524,57.1429,26.1905,78.5714,14.0192,7.91,13.0314,12.6533,10.61,8.4665,16.3234,26.0141,29.0503,30.4215,30.1473,29.3603,21.6465,22.2004,22.3519,23.5876,24.3636,24.7768,1.0946,3.1146,5.0343,10.8369,15.7909,28.7336,1.4516,2.658,3.8735,8.4025,12.7615,24.2479,99.6024,100.5833,101.5643,99.71,102.1753,97.2447,102.4469,96.476,99.4614,101.7879,96.5186,107.0571,106.6966,96.4377,101.5671,99.8855,106.0087,93.7623,2.2087,2.3662,2.4463,2.5143,2.4647,2.3025,90.1795,61.809,0.7838,-0.524,0.2598,65.7695,83.2162,-0.266,55.9718,105.7501,47278530.2579,48138995.0
