date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Down 5,Aroon Up 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Down 21,Aroon Up 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Middle Band 3,Real Lower Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Upper Band 7,Real Lower Band 7,Real Middle Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD,MACD_Signal,MACD_Hist,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2017-10-19,7.25,1324562.0,FBK.MI,7.285,7.327,7.32,7.3057,7.3586,7.2594,7.28,7.3063,7.3125,7.2973,7.3206,7.3133,7.2682,7.2867,7.2912,7.3023,7.3204,7.3584,7.2845,7.2875,7.285,7.3085,7.2223,7.1397,34.0931,40.2324,42.4957,46.4383,48.2829,51.0798,55.6501,41.4512,33.306,16.8952,11.4661,9.9916,-0.175,-0.03,0.06,-0.25,-0.225,0.01,-100.0,-102.8939,-90.6475,-47.4365,-72.4022,-2.3064,-0.5366,-0.5366,-0.5366,-0.5366,-0.5366,-0.5366,-31.8138,-19.5351,-15.0087,-7.1235,-3.4342,2.1596,0.9764,0.9959,1.0083,0.9667,0.9699,1.0014,100.0,33.3333,20.0,60.0,71.4286,42.8571,71.4286,7.1429,80.9524,9.5238,28.5714,54.7619,77.6034,63.4188,53.8555,32.1169,21.5021,7.6799,34.0816,30.3058,28.7632,26.681,25.6912,23.5018,4.2978,6.784,8.6267,13.709,16.5981,20.1494,0.1682,0.2372,0.3019,0.5151,0.726,1.3309,0.0212,0.0531,0.0905,0.2647,0.4691,1.1411,7.3466,7.285,7.2234,7.327,7.2052,7.4488,7.428,7.212,7.32,7.3057,7.1348,7.4767,7.1472,7.5699,7.3586,7.2594,6.9126,7.6062,2.2697,2.1593,2.0679,1.902,1.8561,1.8598,6.7803,5.9696,-0.0014,0.0084,-0.0099,51.3889,64.6693,-1.0932,57.5777,7.46,230158881.1107,141800644.0
2017-10-20,7.32,1461630.0,FBK.MI,7.2983,7.32,7.3193,7.2957,7.3486,7.2649,7.2975,7.304,7.3125,7.2992,7.3171,7.3161,7.3022,7.3026,7.3017,7.3054,7.3207,7.3577,7.2858,7.2879,7.2852,7.3088,7.2248,7.1421,54.8701,51.8618,50.7585,50.4159,50.8022,52.2097,62.9679,45.8447,36.2417,17.9825,11.944,9.9366,0.04,-0.035,-0.005,-0.14,-0.21,0.23,37.7049,-33.8983,-17.0283,10.754,-34.7073,18.8997,0.7895,0.7895,0.7895,0.7895,0.7895,0.7895,9.7402,3.7236,1.5171,0.8318,1.6045,4.4195,1.0055,0.9952,0.9993,0.9812,0.9721,1.0324,66.6667,0.0,0.0,40.0,57.1429,28.5714,64.2857,0.0,76.1905,4.7619,26.1905,52.381,77.6034,63.4188,53.8555,32.1169,21.5021,7.6799,26.4473,26.3137,26.0157,25.3382,24.8153,23.1048,3.3351,5.8903,7.8027,13.019,16.0322,19.809,0.1122,0.1898,0.2587,0.4783,0.6915,1.2992,0.0141,0.0425,0.0776,0.2457,0.4467,1.1139,7.3668,7.2983,7.2299,7.32,7.2015,7.4385,7.4272,7.2114,7.3193,7.2957,7.1471,7.4443,7.1512,7.5459,7.3486,7.2649,6.9217,7.6081,1.9313,1.9705,1.9409,1.8419,1.8126,1.829,6.7857,5.9737,-0.0006,0.0066,-0.0073,52.755,57.3868,-1.0665,55.915,7.4456,231005087.9528,143262274.0
2017-10-23,7.34,1035421.0,FBK.MI,7.3033,7.303,7.3279,7.2882,7.3417,7.2706,7.3183,7.3107,7.3177,7.3051,7.3164,7.3196,7.3302,7.3227,7.3174,7.313,7.3245,7.3588,7.2866,7.2902,7.2862,7.3094,7.2268,7.1447,60.2417,54.9897,53.0093,51.5236,51.5109,52.5306,52.2953,44.816,36.6863,18.589,12.2434,9.8506,0.015,-0.085,0.06,-0.105,-0.145,0.24,72.7273,41.6667,4.0143,51.1226,-16.9871,25.3507,0.16,0.16,0.16,0.16,0.16,0.16,20.4834,9.9793,6.0185,3.0472,3.0217,5.0613,1.002,0.9886,1.0082,0.9859,0.9806,1.0338,33.3333,100.0,60.0,20.0,42.8571,14.2857,57.1429,0.0,71.4286,0.0,23.8095,50.0,30.9501,40.7009,39.3539,26.4734,18.2299,6.3258,18.3394,21.6279,22.6888,23.6514,23.699,22.5904,9.6703,9.1152,9.874,13.75,16.3907,19.9023,0.0748,0.1518,0.2218,0.4441,0.6585,1.2683,0.0394,0.064,0.0965,0.2582,0.4554,1.1174,7.3805,7.3033,7.2262,7.303,7.2368,7.3692,7.4313,7.2244,7.3279,7.2882,7.1615,7.4149,7.154,7.5293,7.3417,7.2706,6.9306,7.6106,1.8517,1.9127,1.9024,1.8274,1.8027,1.8212,6.7912,5.9778,0.0016,0.0056,-0.004,52.1403,52.0947,-0.9724,58.1347,7.4318,231543506.8728,144297695.0
2017-10-24,7.785,6603368.0,FBK.MI,7.4817,7.404,7.3893,7.3239,7.3612,7.2869,7.5592,7.4713,7.432,7.3713,7.3567,7.3435,7.6734,7.5808,7.5224,7.4299,7.405,7.4002,7.5081,7.4285,7.3516,7.3554,7.2531,7.168,92.0043,83.9658,78.5087,68.4254,63.7194,58.8314,61.6306,47.7913,38.0034,18.9599,12.416,9.86,0.535,0.505,0.43,0.5,0.41,0.685,100.0,166.6667,206.2776,319.1059,205.1988,177.8184,0.9368,0.9368,0.9368,0.9368,0.9368,0.9368,84.0086,67.9317,57.0174,36.8507,27.4389,17.6628,1.0738,1.0694,1.0585,1.0686,1.0556,1.0965,0.0,100.0,40.0,100.0,100.0,0.0,50.0,100.0,66.6667,100.0,21.4286,100.0,80.3014,59.6927,45.9059,23.7815,15.8689,10.2461,6.6751,11.717,14.4796,18.5878,20.0926,20.7886,61.0968,46.4215,39.0553,30.1873,27.6723,25.535,0.0499,0.1215,0.1901,0.4124,0.6272,1.2381,0.4563,0.4812,0.5127,0.6698,0.8638,1.5208,7.911,7.4817,7.0524,7.404,7.018,7.79,7.7278,7.0507,7.3893,7.3239,7.0385,7.6093,7.0949,7.6275,7.3612,7.2869,6.9168,7.657,3.1977,2.663,2.4091,2.0357,1.9093,1.8215,6.8012,5.9819,0.0388,0.0123,0.0266,70.8095,58.5683,-0.5295,67.2584,7.1,237729820.0517,150901063.0
2017-10-25,7.745,5913902.0,FBK.MI,7.6233,7.488,7.435,7.3593,7.3743,7.303,7.6908,7.585,7.5209,7.4275,7.3916,7.3649,7.7571,7.696,7.6366,7.5141,7.4677,7.4351,7.5854,7.4937,7.3856,7.3924,7.2674,7.1886,83.0577,78.302,74.2816,66.1913,62.2404,58.121,70.5499,52.8134,41.3009,20.3362,13.1493,10.0407,0.425,0.42,0.32,0.495,0.275,0.675,84.4758,113.3207,153.0339,271.2147,261.2839,251.8596,-0.1791,-0.1791,-0.1791,-0.1791,-0.1791,-0.1791,66.1154,56.604,48.5631,32.3827,24.4808,16.2421,1.0581,1.0573,1.0431,1.0683,1.0368,1.0955,33.3333,100.0,20.0,100.0,100.0,42.8571,42.8571,100.0,61.9048,100.0,19.0476,100.0,88.3883,72.9015,61.0861,38.2278,27.8155,17.4492,3.9902,8.3456,11.1579,15.9881,18.0577,19.6561,64.7379,53.2489,46.1885,35.7765,31.9743,27.9657,0.0332,0.0972,0.1629,0.3829,0.5973,1.2086,0.5392,0.6199,0.6745,0.8569,1.0576,1.7196,8.0254,7.6233,7.2213,7.488,7.031,7.945,7.8567,7.0133,7.435,7.3593,7.0049,7.7136,7.0644,7.6842,7.3743,7.303,6.9138,7.6921,3.5846,3.0065,2.6935,2.209,2.0337,1.8903,6.8106,5.986,0.0643,0.0227,0.0417,75.1252,66.025,-0.0963,57.3158,7.107,233404727.5443,144987161.0
2017-10-26,7.97,5565313.0,FBK.MI,7.8333,7.632,7.5336,7.4136,7.399,7.327,7.8642,7.7457,7.6546,7.5089,7.4457,7.3959,7.9437,7.8776,7.806,7.6374,7.5608,7.4878,7.7233,7.6688,7.5413,7.4798,7.3083,7.235,90.6935,85.2824,80.9964,71.7738,66.7929,60.8453,76.6888,57.0136,44.2781,21.6895,13.8908,10.2308,0.63,0.72,0.69,0.76,0.52,1.01,76.9784,89.8768,110.4781,201.0485,243.3589,270.0217,0.6143,0.6143,0.6143,0.6143,0.6143,0.6143,81.3869,70.5648,61.9928,43.5477,33.5858,21.6905,1.0858,1.0993,1.0948,1.1054,1.0698,1.1451,0.0,100.0,0.0,100.0,100.0,28.5714,35.7143,100.0,57.1429,100.0,16.6667,100.0,88.9666,73.8144,62.141,39.2826,28.72,18.0228,2.4475,6.0661,8.7196,13.8142,16.252,18.5731,41.9175,40.2653,37.344,31.689,29.3485,26.7397,0.0222,0.0777,0.1397,0.3556,0.5689,1.1798,0.3795,0.516,0.5981,0.8157,1.0273,1.6986,8.0293,7.8333,7.6373,7.632,7.1158,8.1482,8.071,6.9962,7.5336,7.4136,6.951,7.8761,6.9989,7.7992,7.399,7.327,6.9024,7.7517,3.7861,3.2156,2.8709,2.307,2.0913,1.8977,6.8222,5.9902,0.1016,0.0384,0.0631,84.742,76.8922,0.5242,64.2134,7.1256,236266888.5157,150552474.0
2017-10-27,7.95,2796505.0,FBK.MI,7.8883,7.758,7.6229,7.4671,7.4233,7.3468,7.9225,7.8517,7.7587,7.5804,7.4958,7.4249,7.982,7.9575,7.9028,7.731,7.6377,7.5351,7.762,7.7603,7.6374,7.5486,7.3444,7.2691,85.5524,82.3392,78.8611,70.657,66.0497,60.487,81.2066,60.7332,47.1135,23.0814,14.6733,10.4403,0.165,0.63,0.625,0.75,0.51,0.83,97.2603,81.02,94.74,160.7161,216.2162,273.847,-0.5588,-0.5588,-0.5588,-0.5588,-0.5588,-0.5588,71.1048,64.6783,57.7223,41.314,32.0993,20.974,1.0212,1.0861,1.0853,1.1042,1.0685,1.1166,0.0,100.0,20.0,100.0,100.0,14.2857,28.5714,100.0,52.381,100.0,14.2857,100.0,90.2422,75.6116,64.1264,41.1756,30.3243,19.0313,1.9096,5.2032,7.7588,12.8969,15.4634,18.0775,37.2298,37.4664,35.4978,30.9519,28.9234,26.5756,0.0148,0.0622,0.1197,0.3302,0.5418,1.1518,0.288,0.4478,0.5477,0.7924,1.0133,1.6932,8.0917,7.8883,7.685,7.758,7.3042,8.2118,8.1983,7.0474,7.6229,7.4671,6.9459,7.9884,6.9594,7.8873,7.4233,7.3468,6.8868,7.8068,3.2432,3.0066,2.7724,2.3003,2.0986,1.9081,6.8335,5.9944,0.128,0.0563,0.0716,79.9945,79.9539,1.0068,60.2775,7.1534,234457385.2804,147755969.0
2017-10-30,8.035,1652455.0,FBK.MI,7.985,7.897,7.735,7.5275,7.4488,7.3663,7.9958,7.944,7.8618,7.6561,7.5514,7.4569,8.0473,8.0394,7.9974,7.8263,7.7186,7.5866,7.8582,7.8521,7.7743,7.6283,7.3851,7.3052,89.3875,85.0755,81.3048,72.6078,67.6558,61.4746,84.2184,63.7089,49.544,24.3738,15.4186,10.6448,0.29,0.695,0.785,0.845,0.535,0.82,66.0194,77.8302,77.6725,127.2061,179.1184,249.2002,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,78.775,70.1509,62.6097,45.2157,35.3116,22.9492,1.0374,1.0947,1.1083,1.1175,1.0713,1.1137,0.0,66.6667,0.0,80.0,85.7143,0.0,21.4286,92.8571,47.619,95.2381,11.9048,97.619,90.2422,75.6116,64.1264,41.1756,30.3243,19.0313,1.5739,4.6663,7.163,12.3266,14.9699,17.7633,30.6843,33.6006,32.7718,29.5831,28.0003,26.1137,0.0098,0.0497,0.1026,0.3066,0.516,1.1243,0.192,0.3582,0.4694,0.7358,0.9651,1.6529,8.0576,7.985,7.9124,7.897,7.6728,8.1212,8.2813,7.1887,7.735,7.5275,6.9554,8.0996,6.917,7.9806,7.4488,7.3663,6.8628,7.8699,2.5956,2.6536,2.5468,2.2112,2.0427,1.8756,6.8455,5.9987,0.154,0.0759,0.0781,88.5829,84.4398,1.5646,62.9303,7.1909,235809393.9168,149408424.0
2017-10-31,8.03,1261592.0,FBK.MI,8.005,7.946,7.8364,7.5779,7.476,7.3861,8.0183,7.9883,7.9355,7.7231,7.6042,7.4877,8.0568,8.0725,8.0508,7.9004,7.7872,7.634,7.8848,7.8894,7.8584,7.685,7.4282,7.34,87.3418,84.1172,80.6649,72.3033,67.4587,61.3822,87.2858,66.8995,52.227,25.8383,16.2746,10.8897,0.06,0.245,0.71,0.705,0.57,0.83,100.0,87.1943,77.5876,110.8326,155.2141,235.8137,-0.1304,-0.1304,-0.1304,-0.1304,-0.1304,-0.1304,74.6836,68.2343,61.3298,44.6066,34.9173,22.7643,1.0075,1.0315,1.097,1.0962,1.0764,1.1153,0.0,100.0,0.0,100.0,100.0,14.2857,14.2857,100.0,42.8571,100.0,9.5238,100.0,93.4206,79.6621,68.3254,44.8771,33.3936,20.9272,1.2337,4.1119,6.5496,11.7419,14.4632,17.4388,36.2683,36.324,34.8058,30.8607,28.9657,26.6693,0.0066,0.0398,0.0879,0.2847,0.4914,1.0976,0.193,0.3516,0.4674,0.7483,0.9841,1.6785,8.0829,8.005,7.9271,7.946,7.7344,8.1576,8.2932,7.3797,7.8364,7.5779,6.9634,8.1923,6.8893,8.0626,7.476,7.3861,6.8463,7.9258,2.2089,2.4107,2.3889,2.1568,2.0148,1.8662,6.8574,6.003,0.1722,0.0951,0.0771,85.5767,84.718,1.9749,59.9821,7.2269,235315727.482,148146832.0
2017-11-01,8.02,1148363.0,FBK.MI,8.0283,8.001,7.9336,7.6307,7.5033,7.4082,8.0258,8.013,7.9814,7.7821,7.6537,7.5172,8.045,8.077,8.0751,7.9558,7.8442,7.677,7.9167,7.9281,7.9087,7.7385,7.4684,7.3803,81.7304,81.8133,79.2101,71.656,67.0485,61.1936,86.9953,68.8872,54.2768,27.1446,17.0672,11.1233,0.07,0.275,0.68,0.74,0.575,0.93,40.0,72.5624,70.7674,92.7981,127.8627,211.9516,-0.5417,-0.5417,-0.5417,-0.5417,-0.5417,-0.5417,63.4608,63.6266,58.4203,43.3121,34.0969,22.3872,1.0088,1.0355,1.0926,1.1016,1.0772,1.1312,0.0,100.0,0.0,100.0,100.0,0.0,7.1429,100.0,38.0952,100.0,7.1429,100.0,86.4144,76.8381,66.5756,44.1258,32.9207,20.7045,1.9751,4.1192,6.3246,11.3586,14.095,17.1845,27.1008,31.4499,31.5196,29.2992,27.9299,26.1584,0.0094,0.0368,0.0804,0.2694,0.473,1.0764,0.1287,0.2813,0.4006,0.6948,0.9373,1.6386,8.0408,8.0283,8.0159,8.001,7.9322,8.0698,8.1556,7.7115,7.9336,7.6307,7.0007,8.2607,6.873,8.1337,7.5033,7.4082,6.8432,7.9733,1.9732,2.2302,2.264,2.1121,1.9925,1.8596,6.869,6.0073,0.1837,0.1129,0.0709,83.692,85.9505,2.3486,57.5197,7.271,234741545.982,146998469.0
2017-11-02,8.01,1518292.0,FBK.MI,8.02,8.009,7.9657,7.6775,7.5379,7.4329,8.0167,8.016,8.0005,7.8327,7.6998,7.5452,8.0283,8.067,8.081,7.9961,7.891,7.7159,7.9582,7.9332,7.9255,7.7769,7.5291,7.4264,74.5464,79.1051,77.5779,70.9718,66.6231,61.0017,83.5995,69.7959,55.7486,28.3003,17.7987,11.3461,-0.025,0.04,0.225,0.655,0.725,1.035,-100.0,2.3641,47.3878,76.2425,106.1042,188.4274,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,49.0928,58.2101,55.1557,41.9436,33.2461,22.0033,0.9969,1.005,1.0289,1.0891,1.0995,1.1484,0.0,66.6667,0.0,80.0,85.7143,0.0,0.0,92.8571,33.3333,95.2381,4.7619,97.619,76.8077,73.4305,64.5796,43.3254,32.4277,20.4772,2.8376,4.3335,6.3195,11.1795,13.9035,17.0433,21.6327,28.2869,29.3633,28.2721,27.2479,25.8206,0.0113,0.0345,0.0739,0.2551,0.4555,1.0558,0.0858,0.225,0.3434,0.6452,0.8926,1.5995,8.0363,8.02,8.0037,8.009,7.9476,8.0704,8.1552,7.7762,7.9657,7.6775,7.0391,8.3159,6.8803,8.1954,7.5379,7.4329,6.8554,8.0103,1.65,1.9861,2.0856,2.0351,1.9476,1.8414,6.8804,6.0117,0.1898,0.1283,0.0616,68.5447,79.2711,2.8647,47.3832,7.313,234172186.482,145480177.0
2017-11-03,7.965,2396168.0,FBK.MI,7.9983,8.012,7.9971,7.7161,7.5719,7.4583,7.9892,8.0013,8.0004,7.871,7.7386,7.57,7.9858,8.0313,8.0602,8.0154,7.9228,7.7479,7.9612,7.9337,7.9317,7.797,7.5765,7.4686,46.7869,66.6876,70.0044,67.8328,64.684,60.1322,58.4917,62.7451,53.6327,28.688,18.2138,11.4986,-0.065,0.015,0.22,0.54,0.715,1.07,-100.0,-107.7694,-17.0243,61.3165,88.4186,165.487,-0.5938,-0.5938,-0.5938,-0.5938,-0.5938,-0.5938,-6.4262,33.3753,40.0089,35.6656,29.3679,20.2644,0.9919,1.0019,1.0284,1.0727,1.0986,1.1552,100.0,33.3333,0.0,60.0,71.4286,0.0,21.4286,85.7143,28.5714,90.4762,2.381,95.2381,8.2762,34.542,40.937,33.7279,26.5154,17.7516,15.9076,10.9972,10.6115,13.0273,15.0545,17.5706,13.4758,22.6036,25.3214,26.2873,25.9187,25.1551,0.0675,0.0876,0.1233,0.2969,0.4938,1.0907,0.0572,0.18,0.2943,0.5991,0.8501,1.5615,8.0462,7.9983,7.9505,8.012,7.962,8.062,8.0613,7.933,7.9971,7.7161,7.0781,8.354,6.9035,8.2403,7.5719,7.4583,6.8836,8.033,1.7758,1.9996,2.0848,2.0439,1.961,1.8555,6.8912,6.0161,0.1889,0.1404,0.0485,48.9226,67.0531,3.2968,49.6952,7.3528,232974102.482,143084009.0
2017-11-06,7.94,1187378.0,FBK.MI,7.9717,7.993,7.9929,7.7632,7.6067,7.4839,7.96,7.9773,7.9861,7.9009,7.7721,7.5924,7.9512,7.9942,8.0316,8.0228,7.9452,7.7751,7.9518,7.9365,7.9319,7.8221,7.6179,7.5059,35.7066,60.1326,65.8385,66.0841,63.6041,59.6483,43.488,56.4903,51.5417,28.9909,18.5856,11.642,-0.08,-0.095,-0.03,0.66,0.73,1.075,-100.0,-125.9259,-140.8925,46.6158,72.4149,141.8127,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-28.5868,20.2652,31.6771,32.1682,27.2082,19.2967,0.99,0.9882,0.9962,1.0907,1.1012,1.1566,100.0,0.0,100.0,40.0,57.1429,0.0,14.2857,78.5714,23.8095,85.7143,0.0,92.8571,13.4806,31.4712,38.9957,32.9291,26.0231,17.5246,13.7785,10.4676,10.2874,12.7804,14.8347,17.4231,10.505,20.0819,23.4393,25.3298,25.2715,24.8273,0.05,0.0751,0.1107,0.2807,0.4753,1.0697,0.0381,0.144,0.2523,0.5563,0.8097,1.5243,8.0296,7.9717,7.9137,7.993,7.9238,8.0622,8.0669,7.9188,7.9929,7.7632,7.1648,8.3616,6.9413,8.2721,7.6067,7.4839,6.9216,8.0463,1.5235,1.8063,1.9365,1.9758,1.9214,1.841,6.9017,6.0205,0.184,0.1491,0.0349,26.5055,47.9909,3.8266,42.5795,7.3907,232380413.482,141896631.0
2017-11-07,7.96,1937788.0,FBK.MI,7.955,7.979,7.9943,7.8086,7.6429,7.508,7.9542,7.9663,7.9779,7.9271,7.8042,7.6145,7.9548,7.9828,8.0185,8.0319,7.9671,7.8021,7.9531,7.9412,7.9322,7.8457,7.6591,7.5397,49.9347,63.7006,67.6361,66.821,64.1074,59.9127,41.8905,54.5288,50.956,29.5618,19.0781,11.8201,-0.05,-0.07,0.01,0.635,0.76,1.01,27.5,-39.966,-61.6,48.2142,71.1554,137.5675,0.0,0.0,0.0,0.0,0.0,0.0,-0.1307,27.4013,35.2722,33.642,28.2148,19.8253,0.9938,0.9913,1.0013,1.0867,1.1056,1.1453,66.6667,33.3333,80.0,20.0,42.8571,85.7143,7.1429,71.4286,19.0476,80.9524,0.0,90.4762,38.6955,46.6828,47.4417,36.983,28.927,19.1216,9.3391,8.7196,9.1471,12.0982,14.2959,17.0951,21.1289,23.9888,25.6604,26.2985,25.9328,25.1784,0.0333,0.06,0.0949,0.2606,0.4526,1.0442,0.0754,0.1652,0.2662,0.5666,0.8211,1.538,7.9766,7.955,7.9334,7.979,7.9176,8.0404,8.0653,7.9233,7.9943,7.8086,7.2554,8.3618,6.9873,8.2984,7.6429,7.508,6.9527,8.0633,1.4947,1.7303,1.8621,1.9333,1.8941,1.8271,6.9123,6.025,0.1797,0.1552,0.0245,17.7335,31.0539,4.2672,42.8246,7.4267,231285142.0037,143834419.0
2017-11-08,7.975,2330028.0,FBK.MI,7.9583,7.97,7.9857,7.8604,7.6802,7.5263,7.9642,7.965,7.973,7.9493,7.8344,7.6362,7.9682,7.9835,8.0141,8.0412,7.9877,7.8283,7.9537,7.9443,7.9372,7.8763,7.699,7.5643,59.9144,66.5105,69.0606,67.3932,64.4941,60.1134,38.5364,44.338,46.346,29.2215,19.1896,11.912,0.01,-0.045,-0.06,0.725,0.785,0.77,-3.8462,-57.554,-73.048,38.5435,61.8507,122.0842,0.2195,0.2195,0.2195,0.2195,0.2195,0.2195,19.8288,33.0211,38.1212,34.7865,28.9882,20.2268,1.0013,0.9944,0.9925,1.1,1.1092,1.1069,100.0,0.0,100.0,0.0,28.5714,100.0,0.0,64.2857,14.2857,76.1905,0.0,88.0952,31.8284,3.5749,18.6858,24.798,21.4201,15.6797,21.9489,16.2765,14.2871,14.3743,15.7147,17.7428,11.3503,17.4834,20.8534,23.8541,24.282,24.3416,0.0972,0.123,0.1563,0.317,0.5061,1.0944,0.0503,0.1322,0.2282,0.5261,0.782,1.5014,7.987,7.9583,7.9297,7.97,7.924,8.016,8.0491,7.9224,7.9857,7.8604,7.3977,8.3231,7.0429,8.3175,7.6802,7.5263,6.9615,8.0911,1.8514,1.8958,1.9603,1.9754,1.923,1.8414,6.9229,6.0295,0.1754,0.1593,0.0162,27.5634,23.9341,4.6842,41.7374,7.4608,231569291.7598,146164447.0
2017-11-09,7.895,1904370.0,FBK.MI,7.9433,7.947,7.9664,7.9014,7.7074,7.54,7.9325,7.94,7.9504,7.9539,7.8539,7.6534,7.9133,7.9384,7.9741,8.027,7.9907,7.8451,7.9484,7.9348,7.9282,7.8792,7.7147,7.5769,23.0913,43.8707,54.2131,61.3192,60.8245,58.5125,42.8712,38.1491,40.5596,28.4723,19.1132,11.9589,-0.045,-0.115,-0.135,0.575,0.57,0.575,-100.0,-135.0763,-134.0875,10.8808,47.6236,101.5265,-0.3913,-0.3913,-0.3913,-0.3913,-0.3913,-0.3913,-53.8175,-12.2587,8.4262,22.6383,21.6489,17.025,0.9943,0.9856,0.9832,1.0786,1.0778,1.0786,100.0,66.6667,100.0,20.0,14.2857,100.0,7.1429,57.1429,9.5238,71.4286,54.7619,85.7143,51.5408,13.3934,5.8416,18.7318,17.586,13.882,19.9534,16.5837,14.8984,14.6789,15.8317,17.7299,6.3806,12.6661,16.747,21.4457,22.5882,23.446,0.1048,0.1384,0.174,0.3344,0.522,1.1083,0.0335,0.1057,0.1956,0.4885,0.7448,1.4656,8.0128,7.9433,7.8739,7.947,7.8902,8.0038,8.0446,7.8883,7.9664,7.9014,7.5489,8.2539,7.0845,8.3302,7.7074,7.54,6.968,8.112,2.2179,2.1146,2.1134,2.061,1.9887,1.8852,6.9327,6.034,0.1637,0.1602,0.0036,33.4885,26.2618,4.4821,41.0026,7.4933,230906902.1946,144260077.0
2017-11-10,7.935,1479963.0,FBK.MI,7.935,7.941,7.9543,7.9439,7.7386,7.5543,7.9283,7.936,7.9425,7.9584,7.8746,7.6717,7.925,7.9358,7.9642,8.024,7.9994,7.8642,7.948,7.9348,7.9288,7.8882,7.7368,7.5912,47.3569,53.7172,59.3154,63.1095,61.9608,59.0708,45.7611,33.198,35.5999,27.7765,19.0405,12.0047,-0.025,-0.03,-0.085,0.595,0.655,0.6,-27.6596,-62.9371,-84.5758,-10.2651,45.8728,97.2402,0.28,0.28,0.28,0.28,0.28,0.28,-5.2861,7.4344,18.6309,26.219,23.9215,18.1416,0.9969,0.9962,0.9894,1.0811,1.09,1.0818,66.6667,33.3333,80.0,0.0,0.0,85.7143,0.0,50.0,4.7619,66.6667,52.381,83.3333,51.5408,13.3934,5.8416,18.7318,17.586,13.882,14.7047,13.9689,13.2447,13.8599,15.2256,17.374,4.7022,10.6691,14.8881,20.2491,21.7234,22.9753,0.0699,0.1107,0.1492,0.3105,0.4971,1.0819,0.0223,0.0846,0.1677,0.4536,0.7093,1.4307,8.0003,7.935,7.8697,7.941,7.8868,7.9952,8.0209,7.8876,7.9543,7.9439,7.7787,8.1092,7.1393,8.3379,7.7386,7.5543,6.9736,8.135,1.9962,1.9982,2.0274,2.0166,1.9594,1.8685,6.9427,6.0385,0.1559,0.1593,-0.0034,42.1173,34.3897,4.3291,42.6318,7.5241,230966100.7146,145740040.0
